Date,Date,Close
2010-07-21,2010-07-21,238.98
2010-07-22,2010-07-22,242.64
2010-07-23,2010-07-23,245.27
2010-07-26,2010-07-26,244.72
2010-07-27,2010-07-27,246.55
2010-07-28,2010-07-28,242.41
2010-07-29,2010-07-29,242.73
2010-07-30,2010-07-30,242.66
2010-08-02,2010-08-02,245.44
2010-08-03,2010-08-03,245.15
2010-08-04,2010-08-04,253.41
2010-08-05,2010-08-05,254.3
2010-08-06,2010-08-06,250.35
2010-08-09,2010-08-09,252.92
2010-08-10,2010-08-10,252.1
2010-08-11,2010-08-11,246.11
2010-08-12,2010-08-12,246.24
2010-08-13,2010-08-13,243.41
2010-08-16,2010-08-16,243.03
2010-08-17,2010-08-17,245.5
2010-08-18,2010-08-18,241.31
2010-08-19,2010-08-19,234.21
2010-08-20,2010-08-20,231.23
2010-08-23,2010-08-23,232.26
2010-08-24,2010-08-24,225.91
2010-08-25,2010-08-25,227.53
2010-08-26,2010-08-26,225.71
2010-08-27,2010-08-27,229.64
2010-08-30,2010-08-30,226.56
2010-08-31,2010-08-31,225.23
2010-09-01,2010-09-01,230.39
2010-09-02,2010-09-02,231.81
2010-09-03,2010-09-03,235.38
2010-09-07,2010-09-07,232.43
2010-09-08,2010-09-08,235.52
2010-09-09,2010-09-09,238.32
2010-09-10,2010-09-10,238.3
2010-09-13,2010-09-13,241.37
2010-09-14,2010-09-14,240.45
2010-09-15,2010-09-15,240.55
2010-09-16,2010-09-16,240.76
2010-09-17,2010-09-17,245.31
2010-09-20,2010-09-20,254.39
2010-09-21,2010-09-21,256.98
2010-09-22,2010-09-22,258.25
2010-09-23,2010-09-23,256.99
2010-09-24,2010-09-24,263.9
2010-09-27,2010-09-27,265.46
2010-09-28,2010-09-28,263.84
2010-09-29,2010-09-29,264.1
2010-09-30,2010-09-30,263.15
2010-10-01,2010-10-01,263.06
2010-10-04,2010-10-04,261.43
2010-10-05,2010-10-05,269.38
2010-10-06,2010-10-06,267.43
2010-10-07,2010-10-07,265.26
2010-10-08,2010-10-08,268.44
2010-10-11,2010-10-11,269.68
2010-10-12,2010-10-12,270.96
2010-10-13,2010-10-13,271.91
2010-10-14,2010-10-14,270.73
2010-10-15,2010-10-15,301.02
2010-10-18,2010-10-18,309.15
2010-10-19,2010-10-19,304.21
2010-10-20,2010-10-20,304.28
2010-10-21,2010-10-21,306.29
2010-10-22,2010-10-22,306.56
2010-10-25,2010-10-25,308.55
2010-10-26,2010-10-26,309.6
2010-10-27,2010-10-27,308.53
2010-10-28,2010-10-28,309.59
2010-10-29,2010-10-29,307.15
2010-11-01,2010-11-01,307.8
2010-11-02,2010-11-02,308.1
2010-11-03,2010-11-03,310.39
2010-11-04,2010-11-04,312.44
2010-11-05,2010-11-05,312.84
2010-11-08,2010-11-08,313.69
2010-11-09,2010-11-09,312.71
2010-11-10,2010-11-10,311.74
2010-11-11,2010-11-11,308.89
2010-11-12,2010-11-12,301.94
2010-11-15,2010-11-15,298.02
2010-11-16,2010-11-16,292.14
2010-11-17,2010-11-17,292.06
2010-11-18,2010-11-18,298.57
2010-11-19,2010-11-19,295.7
2010-11-22,2010-11-22,295.9
2010-11-23,2010-11-23,291.79
2010-11-24,2010-11-24,297.77
2010-11-26,2010-11-26,295.29
2010-11-29,2010-11-29,291.34
2010-11-30,2010-11-30,278.12
2010-12-01,2010-12-01,282.45
2010-12-02,2010-12-02,286.19
2010-12-03,2010-12-03,286.78
2010-12-06,2010-12-06,289.46
2010-12-07,2010-12-07,293.85
2010-12-08,2010-12-08,295.56
2010-12-09,2010-12-09,296.04
2010-12-10,2010-12-10,296.39
2010-12-13,2010-12-13,297.6
2010-12-14,2010-12-14,297.74
2010-12-15,2010-12-15,295.44
2010-12-16,2010-12-16,296.14
2010-12-17,2010-12-17,295.69
2010-12-20,2010-12-20,297.82
2010-12-21,2010-12-21,301.83
2010-12-22,2010-12-22,303.04
2010-12-23,2010-12-23,302.41
2010-12-27,2010-12-27,301.48
2010-12-28,2010-12-28,299.75
2010-12-29,2010-12-29,300.79
2010-12-30,2010-12-30,299.72
2010-12-31,2010-12-31,297.27
2011-01-03,2011-01-03,302.47
2011-01-04,2011-01-04,301.35
2011-01-05,2011-01-05,304.83
2011-01-06,2011-01-06,307.05
2011-01-07,2011-01-07,308.52
2011-01-10,2011-01-10,307.4
2011-01-11,2011-01-11,308.3
2011-01-12,2011-01-12,308.73
2011-01-13,2011-01-13,308.64
2011-01-14,2011-01-14,312.39
2011-01-18,2011-01-18,320.13
2011-01-19,2011-01-19,316.18
2011-01-20,2011-01-20,313.69
2011-01-21,2011-01-21,306.21
2011-01-24,2011-01-24,305.84
2011-01-25,2011-01-25,310.26
2011-01-26,2011-01-26,308.55
2011-01-27,2011-01-27,308.69
2011-01-28,2011-01-28,300.79
2011-01-31,2011-01-31,300.47
2011-02-01,2011-02-01,305.82
2011-02-02,2011-02-02,306.3
2011-02-03,2011-02-03,305.37
2011-02-04,2011-02-04,305.79
2011-02-07,2011-02-07,307.45
2011-02-08,2011-02-08,309.49
2011-02-09,2011-02-09,308.55
2011-02-10,2011-02-10,308.52
2011-02-11,2011-02-11,312.55
2011-02-14,2011-02-14,314.38
2011-02-15,2011-02-15,312.38
2011-02-16,2011-02-16,312.41
2011-02-17,2011-02-17,312.93
2011-02-18,2011-02-18,315.35
2011-02-22,2011-02-22,305.4
2011-02-23,2011-02-23,305.96
2011-02-24,2011-02-24,304.71
2011-02-25,2011-02-25,305.32
2011-02-28,2011-02-28,307.0
2011-03-01,2011-03-01,300.67
2011-03-02,2011-03-02,300.69
2011-03-03,2011-03-03,305.08
2011-03-04,2011-03-04,300.6
2011-03-07,2011-03-07,296.12
2011-03-08,2011-03-08,296.44
2011-03-09,2011-03-09,296.17
2011-03-10,2011-03-10,290.43
2011-03-11,2011-03-11,288.63
2011-03-14,2011-03-14,285.27
2011-03-15,2011-03-15,285.06
2011-03-16,2011-03-16,278.82
2011-03-17,2011-03-17,280.95
2011-03-18,2011-03-18,280.8
2011-03-21,2011-03-21,288.53
2011-03-22,2011-03-22,288.94
2011-03-23,2011-03-23,291.36
2011-03-24,2011-03-24,293.73
2011-03-25,2011-03-25,290.15
2011-03-28,2011-03-28,287.96
2011-03-29,2011-03-29,291.15
2011-03-30,2011-03-30,291.2
2011-03-31,2011-03-31,293.66
2011-04-01,2011-04-01,296.19
2011-04-04,2011-04-04,294.13
2011-04-05,2011-04-05,284.82
2011-04-06,2011-04-06,287.37
2011-04-07,2011-04-07,290.28
2011-04-08,2011-04-08,289.36
2011-04-11,2011-04-11,288.97
2011-04-12,2011-04-12,285.58
2011-04-13,2011-04-13,288.42
2011-04-14,2011-04-14,289.54
2011-04-15,2011-04-15,265.61
2011-04-18,2011-04-18,263.68
2011-04-19,2011-04-19,261.02
2011-04-20,2011-04-20,263.12
2011-04-21,2011-04-21,262.8
2011-04-25,2011-04-25,262.78
2011-04-26,2011-04-26,266.67
2011-04-27,2011-04-27,269.14
2011-04-28,2011-04-28,269.25
2011-04-29,2011-04-29,272.31
2011-05-02,2011-05-02,269.54
2011-05-03,2011-05-03,267.2
2011-05-04,2011-05-04,268.15
2011-05-05,2011-05-05,267.39
2011-05-06,2011-05-06,267.91
2011-05-09,2011-05-09,269.1
2011-05-10,2011-05-10,271.59
2011-05-11,2011-05-11,267.98
2011-05-12,2011-05-12,267.78
2011-05-13,2011-05-13,265.03
2011-05-16,2011-05-16,259.46
2011-05-17,2011-05-17,265.49
2011-05-18,2011-05-18,265.16
2011-05-19,2011-05-19,265.88
